Author,ID,Location,Q_m3_s,q_m2_s,U_m_s,W_m,H_m,R_m,S_m_m,D16_m,D50_m,D84_m,D90_m,Sorting,Rhos_kg_m3,Rho_kg_m3,qb_kg_m_s,C_ppht,Record_Number,Froude,GammaS_N_m3,GammaF_N_m3,Tau0_kg_m_s2,TauStar,Ustar_m_s,ManningN,WP_m,A_m2
STEIN_1965,3517,UNKNOWN,0.2806,0.23017,1.84136,1.2191,0.125,0.103728,0.00169,,0.00039929,,,1.6,2650,996.946,9.38521,3929.3,1642,1.66312,25987.6,9776.7,1.71386,0.264777,0.0414621,0.00492873,1.46911,0.152387
STEIN_1965,3518,UNKNOWN,0.3114,0.255434,0.698481,1.2191,0.3657,0.22857,0.00254,,0.00039929,,,1.6,2650,996.653,0.24004,94.2,1643,0.368835,25987.6,9773.83,5.67437,0.876489,0.0754548,0.0269738,1.95049,0.445825
STEIN_1965,3519,UNKNOWN,0.286,0.234599,0.69967,1.2191,0.3353,0.216312,0.00256,,0.00039929,,,1.6,2650,996.653,0.237094,101.3,1644,0.385848,25987.6,9773.83,5.41234,0.836015,0.073692,0.0260584,1.8897,0.408764
STEIN_1965,3520,UNKNOWN,0.2339,0.191863,0.699463,1.2191,0.2743,0.189172,0.0031,,0.00039929,,,1.6,2650,996.787,0.279245,145.8,1645,0.426473,25987.6,9775.14,5.73247,0.885535,0.075835,0.0262314,1.7677,0.334399
STEIN_1965,3521,UNKNOWN,0.1818,0.149126,0.709113,1.2191,0.2103,0.156356,0.00348,,0.00039929,,,1.6,2650,996.653,0.282482,189.7,1646,0.493782,25987.6,9773.83,5.31812,0.821462,0.0730478,0.0241444,1.6397,0.256377
STEIN_1965,3522,UNKNOWN,0.1563,0.128209,0.713066,1.2191,0.1798,0.138845,0.00395,,0.00039929,,,1.6,2650,996.179,0.282244,220.5,1647,0.537,25987.6,9769.18,5.35779,0.827351,0.0733372,0.0236332,1.5787,0.219194
STEIN_1965,3523,UNKNOWN,0.1305,0.107046,0.702403,1.2191,0.1524,0.121918,0.00387,,0.00039929,,,1.6,2650,996.946,0.255777,239.1,1648,0.574558,25987.6,9776.7,4.61287,0.712651,0.0680221,0.0217762,1.5239,0.185791
STEIN_1965,3524,UNKNOWN,0.0781,0.0640637,0.700915,1.2191,0.0914,0.0794819,0.00403,,0.00039929,,,1.6,2650,996.946,0.163793,255.8,1649,0.740341,25987.6,9776.7,3.1316,0.483806,0.0560463,0.016743,1.4019,0.111426
STEIN_1965,3525,UNKNOWN,0.3935,0.322779,1.51326,1.2191,0.2133,0.158008,0.00553,,0.00039929,,,1.6,2650,996.653,2.81876,868.6,1650,1.0463,25987.6,9773.83,8.54022,1.31916,0.0925683,0.0143627,1.64571,0.260035
STEIN_1965,3526,UNKNOWN,0.3143,0.257813,1.40959,1.2191,0.1829,0.140686,0.00524,,0.00039929,,,1.6,2650,996.489,2.07497,801.2,1651,1.05251,25987.6,9772.22,7.20403,1.11266,0.0850259,0.0138912,1.5849,0.222973
STEIN_1965,3527,UNKNOWN,0.1113,0.0912969,0.936378,1.2191,0.0975,0.0840551,0.00398,,0.00039929,,,1.6,2650,996.653,0.387721,424.3,1652,0.95761,25987.6,9773.83,3.26973,0.505058,0.0572775,0.012928,1.4141,0.118862
STEIN_1965,3528,UNKNOWN,0.2384,0.195554,1.30981,1.2191,0.1493,0.119926,0.00529,,0.00039929,,,1.6,2650,996.489,1.48521,756.4,1653,1.08248,25987.6,9772.22,6.19958,0.957521,0.078876,0.013504,1.5177,0.182011
STEIN_1965,3529,UNKNOWN,0.1336,0.109589,1.199,1.2191,0.0914,0.0794819,0.00491,,0.00039929,,,1.6,2650,996.653,0.674878,614.1,1654,1.26644,25987.6,9773.83,3.8143,0.589174,0.0618636,0.0108036,1.40191,0.111426
STEIN_1965,3530,UNKNOWN,0.2823,0.231564,1.551,1.2191,0.1493,0.119926,0.0098,,0.00039929,,,1.6,2650,996.653,4.57117,1942.2,1655,1.2818,25987.6,9773.83,11.4869,1.77432,0.107357,0.0155219,1.5177,0.182012
STEIN_1965,3531,UNKNOWN,0.2616,0.214585,1.43727,1.2191,0.1493,0.119926,0.00679,,0.00039929,,,1.6,2650,996.946,2.67967,1237.1,1656,1.18781,25987.6,9776.7,7.96114,1.22993,0.0893618,0.0139424,1.5177,0.182012
STEIN_1965,3532,UNKNOWN,0.4304,0.353047,1.67878,1.2191,0.2103,0.156356,0.00705,,0.00039929,,,1.6,2650,997.075,6.12964,1711.5,1657,1.169,25987.6,9777.97,10.7783,1.6653,0.103971,0.0145159,1.6397,0.256377
STEIN_1965,3533,UNKNOWN,0.3567,0.292593,1.35209,1.2191,0.2164,0.159703,0.00365,,0.00039929,,,1.6,2650,996.653,1.35204,461.5,1658,0.928147,25987.6,9773.83,5.69732,0.880034,0.0756072,0.0131527,1.6519,0.263814
STEIN_1965,3534,UNKNOWN,0.3199,0.262407,1.2126,1.2191,0.2164,0.159703,0.00304,,0.00039929,,,1.6,2650,996.653,0.984423,375,1659,0.832393,25987.6,9773.83,4.74516,0.73296,0.0690007,0.0133843,1.6519,0.263813
STEIN_1965,3535,UNKNOWN,0.453,0.371586,1.21911,1.2191,0.3048,0.203194,0.00259,,0.00039929,,,1.6,2650,996.005,1.1304,304.5,1660,0.70514,25987.6,9767.47,5.14035,0.793691,0.0718399,0.0144283,1.82871,0.371583
KALINSKE_HSIA_1945,3552,UNKNOWN,0.0198,0.0288714,0.255952,0.6858,0.1128,0.0848785,0.00025,,1.10E-05,,,4.67,2650,999.79,0.185928,640,1661,0.243357,25987.6,9804.59,0.20805,1.16873,0.0144254,0.011931,0.9114,0.0773583
KALINSKE_HSIA_1945,3553,UNKNOWN,0.0357,0.052056,0.348667,0.6858,0.1493,0.104013,0.00025,,1.10E-05,,,4.67,2650,999.79,0.680156,1290,1662,0.288151,25987.6,9804.59,0.254951,1.4322,0.0159689,0.0100296,0.984396,0.10239
KALINSKE_HSIA_1945,3554,UNKNOWN,0.0552,0.0804899,0.400049,0.6858,0.2012,0.126799,0.00025,,1.10E-05,,,4.67,2650,999.79,1.36672,1670,1663,0.284799,25987.6,9804.59,0.310803,1.74595,0.0176315,0.00997549,1.0882,0.137983
KALINSKE_HSIA_1945,3555,UNKNOWN,0.0286,0.0417031,0.380156,0.6858,0.1097,0.0831112,0.0005,,1.10E-05,,,4.67,2650,999.79,0.82921,1950,1664,0.36652,25987.6,9804.59,0.407436,2.28879,0.0201872,0.011202,0.9052,0.0752323
KALINSKE_HSIA_1945,3556,UNKNOWN,0.0512,0.0746573,0.471024,0.6858,0.1585,0.108396,0.0005,,1.10E-05,,,4.67,2650,999.79,1.71028,2240,1665,0.377805,25987.6,9804.59,0.531389,2.98511,0.0230543,0.0107924,1.0028,0.108699
KALINSKE_HSIA_1945,3557,UNKNOWN,0.0736,0.10732,0.550076,0.6858,0.1951,0.124349,0.0005,,1.10E-05,,,4.67,2650,999.79,2.49223,2270,1666,0.39768,25987.6,9804.59,0.609596,3.42444,0.0246926,0.0101272,1.076,0.1338
KALINSKE_HSIA_1945,3558,UNKNOWN,0.0374,0.0545348,0.511104,0.6858,0.1067,0.0813777,0.001,,1.10E-05,,,4.67,2650,999.79,1.89568,3360,1667,0.499651,25987.6,9804.59,0.797875,4.48211,0.0282497,0.0116188,0.899201,0.0731749
KALINSKE_HSIA_1945,3559,UNKNOWN,0.0764,0.111403,0.652623,0.6858,0.1707,0.113966,0.001,,1.10E-05,,,4.67,2650,999.79,8.13922,6810,1668,0.504412,25987.6,9804.59,1.11739,6.277,0.0334309,0.0113899,1.0272,0.117066
KALINSKE_HSIA_1945,3560,UNKNOWN,0.0906,0.132108,0.833492,0.6858,0.1585,0.108396,0.0013,,1.10E-05,,,4.67,2650,999.79,16.4915,11100,1669,0.668539,25987.6,9804.59,1.38161,7.76128,0.0371739,0.00983435,1.0028,0.108699
BARTON_LIN_1955,3561,UNKNOWN,0.126,0.103355,0.434813,1.2191,0.2377,0.171012,0.00088,,0.00018014,,,1.26,2650,999.158,0.0568286,55,1670,0.284792,25987.6,9798.39,1.47457,0.505633,0.0384162,0.0210195,1.6945,0.28978
BARTON_LIN_1955,3562,UNKNOWN,0.0849,0.0696415,0.407976,1.2191,0.1707,0.133355,0.00086,,0.00018014,,,1.26,2650,997.592,0.00187584,2.7,1671,0.315324,25987.6,9783.04,1.12197,0.384362,0.0335362,0.0187624,1.5605,0.2081
BARTON_LIN_1955,3563,UNKNOWN,0.0991,0.0812895,0.423383,1.2191,0.192,0.146009,0.000866,,0.00018014,,,1.26,2650,998,0.039122,48.2,1672,0.308548,25987.6,9787.04,1.23751,0.424048,0.0352135,0.0192728,1.6031,0.234067
BARTON_LIN_1955,3564,UNKNOWN,0.1133,0.0929374,0.441928,1.2191,0.2103,0.156356,0.00088,,0.00018014,,,1.26,2650,998.474,0.050694,54.6,1673,0.307731,25987.6,9791.69,1.34727,0.461791,0.0367332,0.019482,1.6397,0.256377
BARTON_LIN_1955,3565,UNKNOWN,0.1557,0.127717,0.498895,1.2191,0.256,0.180284,0.00088,,0.00018014,,,1.26,2650,998,0.0803515,63,1674,0.314868,25987.6,9787.04,1.55271,0.532056,0.0394439,0.0189759,1.7311,0.31209
BARTON_LIN_1955,3566,UNKNOWN,0.0878,0.0720203,0.363555,1.2191,0.1981,0.14951,0.00081,,0.00018014,,,1.26,2650,997.755,0.016747,23.3,1675,0.260836,25987.6,9784.63,1.18495,0.405977,0.0344618,0.0220522,1.6153,0.241504
BARTON_LIN_1955,3567,UNKNOWN,0.0566,0.0464277,0.298763,1.2191,0.1554,0.12383,0.00088,,0.00018014,,,1.26,2650,998.474,0.0118704,25.6,1676,0.242014,25987.6,9791.69,1.067,0.365727,0.03269,0.0246679,1.5299,0.189448
BARTON_LIN_1955,3568,UNKNOWN,0.0425,0.0348618,0.248658,1.2191,0.1402,0.113983,0.00087,,0.00018014,,,1.26,2650,998.129,0.00226192,6.5,1677,0.212065,25987.6,9788.3,0.970659,0.332634,0.0311846,0.0278859,1.4995,0.170917
BARTON_LIN_1955,3569,UNKNOWN,0.0555,0.0455254,0.226269,1.2191,0.2012,0.151269,0.00044,,0.00018014,,,1.26,2650,997.709,0.00086302,1.9,1678,0.161083,25987.6,9784.18,0.651219,0.223109,0.0255483,0.0263189,1.6215,0.245283
BARTON_LIN_1955,3570,UNKNOWN,0.0433,0.035518,0.215784,1.2191,0.1646,0.129603,0.00045,,0.00018014,,,1.26,2650,997.662,0.00992457,28,1679,0.169842,25987.6,9783.72,0.5706,0.195483,0.0239152,0.0251766,1.54829,0.200664
BARTON_LIN_1955,3571,UNKNOWN,0.0764,0.0626692,0.456772,1.2191,0.1372,0.111992,0.0015,,0.00018014,,,1.26,2650,997.979,0.0767712,122.6,1680,0.393788,25987.6,9786.83,1.64407,0.563354,0.0405882,0.0197002,1.49351,0.167261
BARTON_LIN_1955,3572,UNKNOWN,0.0538,0.0441309,0.362026,1.2191,0.1219,0.101585,0.00158,,0.00018014,,,1.26,2650,997.545,0.0251512,57.1,1681,0.331114,25987.6,9782.57,1.57015,0.537881,0.0396738,0.0239042,1.46289,0.148608
BARTON_LIN_1955,3573,UNKNOWN,0.0379,0.0310885,0.283396,1.2191,0.1097,0.0929686,0.00161,,0.00018014,,,1.26,2650,998.415,0.00937668,30.2,1682,0.273231,25987.6,9791.11,1.46553,0.502307,0.0383126,0.0290565,1.4385,0.133735
BARTON_LIN_1955,3574,UNKNOWN,0.2095,0.171848,0.817157,1.2191,0.2103,0.156356,0.00156,,0.00018014,,,1.26,2650,997.545,0.333385,194.1,1683,0.569017,25987.6,9782.57,2.38612,0.817408,0.048908,0.0140281,1.6397,0.256377
BARTON_LIN_1955,3575,UNKNOWN,0.2548,0.209007,0.91429,1.2191,0.2286,0.166251,0.00167,,0.00018014,,,1.26,2650,997.8,0.381713,182.7,1684,0.61064,25987.6,9785.08,2.71672,0.930805,0.0521796,0.013514,1.6763,0.278686
BARTON_LIN_1955,3576,UNKNOWN,0.1897,0.155607,0.837045,1.2191,0.1859,0.142454,0.00166,,0.00018014,,,1.26,2650,997.709,0.299589,192.6,1685,0.619939,25987.6,9784.18,2.3137,0.792679,0.0481561,0.0132766,1.5909,0.226631
BARTON_LIN_1955,3577,UNKNOWN,0.0255,0.0209171,0.228852,1.2191,0.0914,0.0794819,0.0016,,0.00018014,,,1.26,2650,996.179,0.00233402,11.2,1686,0.241725,25987.6,9769.18,1.24236,0.42524,0.0353146,0.032311,1.4019,0.111426
BARTON_LIN_1955,3578,UNKNOWN,0.2576,0.211303,0.912364,1.2191,0.2316,0.167832,0.0017,,0.00018014,,,1.26,2650,998.022,0.368215,174.3,1687,0.605395,25987.6,9787.25,2.79244,0.956878,0.0528959,0.0137501,1.6823,0.282343
BARTON_LIN_1955,3579,UNKNOWN,0.2095,0.171848,0.867481,1.2191,0.1981,0.14951,0.00183,,0.00018014,,,1.26,2650,996.761,0.292723,170.6,1688,0.622383,25987.6,9774.89,2.67444,0.915743,0.051799,0.0138914,1.6153,0.241504
BARTON_LIN_1955,3580,UNKNOWN,0.2293,0.18809,0.79129,1.2191,0.2377,0.171012,0.00124,,0.00018014,,,1.26,2650,996.814,0.302346,161,1689,0.518276,25987.6,9775.41,2.07292,0.709803,0.0456021,0.0137107,1.6945,0.28978
BARTON_LIN_1955,3581,UNKNOWN,0.201,0.164876,0.784003,1.2191,0.2103,0.156356,0.00125,,0.00018014,,,1.26,2650,997.075,0.232287,141.1,1690,0.545931,25987.6,9777.97,1.91105,0.65448,0.0437797,0.0130882,1.6397,0.256377
BARTON_LIN_1955,3582,UNKNOWN,0.0595,0.0488065,0.400381,1.2191,0.1219,0.101585,0.00135,,0.00018014,,,1.26,2650,997.075,0.0491025,100.8,1691,0.366194,25987.6,9777.97,1.34095,0.459235,0.0366726,0.0199793,1.4629,0.148608
BARTON_LIN_1955,3583,UNKNOWN,0.0747,0.0612747,0.418829,1.2191,0.1463,0.117983,0.00116,,0.00018014,,,1.26,2650,997.376,0.0552357,90.3,1692,0.349667,25987.6,9780.92,1.33862,0.458521,0.0366352,0.0195616,1.5117,0.178354
BARTON_LIN_1955,3584,UNKNOWN,0.1642,0.13469,0.736411,1.2191,0.1829,0.140686,0.00121,,0.00018014,,,1.26,2650,996.814,0.142602,106.1,1693,0.549861,25987.6,9775.41,1.66407,0.569804,0.0408581,0.0127773,1.5849,0.222973
BARTON_LIN_1955,3585,UNKNOWN,0.1642,0.13469,0.47012,1.2191,0.2865,0.194895,0.000555,,0.00018014,,,1.26,2650,997.227,,,1694,0.28047,25987.6,9779.46,1.05781,0.362303,0.0325692,0.016845,1.79211,0.349273
BARTON_LIN_1955,3586,UNKNOWN,0.1189,0.097531,0.780248,1.2191,0.125,0.103728,0.00129,,0.00018014,,,1.26,2650,996.599,0.159766,164.1,1695,0.704721,25987.6,9773.3,1.30776,0.447739,0.0362246,0.0101623,1.46911,0.152387
BARTON_LIN_1955,3587,UNKNOWN,0.1175,0.0963826,0.43318,1.2191,0.2225,0.163001,0.00082,,0.00018014,,,1.26,2650,996.787,0.053831,56,1696,0.293253,25987.6,9775.14,1.30655,0.447378,0.0362045,0.0197257,1.6641,0.27125
BARTON_LIN_1955,3588,UNKNOWN,0.2039,0.167255,0.532827,1.2191,0.3139,0.207199,0.00061,,0.00018014,,,1.26,2650,996.68,0.0935708,56.1,1697,0.30369,25987.6,9774.09,1.23536,0.422974,0.0352062,0.0162307,1.8469,0.382676
BARTON_LIN_1955,3589,UNKNOWN,0.2506,0.205561,0.488734,1.2191,0.4206,0.248873,0.00065,,0.00018014,,,1.26,2650,996.946,0.0682656,33.3,1698,0.240645,25987.6,9776.7,1.58155,0.541593,0.0398296,0.0206397,2.0603,0.512753
BARTON_LIN_1955,3590,UNKNOWN,0.2039,0.167255,0.979816,1.2191,0.1707,0.133355,0.0016,,0.00018014,,,1.26,2650,996.893,0.414363,247.9,1699,0.757299,25987.6,9776.18,2.08592,0.714289,0.045743,0.0106559,1.5605,0.2081
BARTON_LIN_1955,3591,UNKNOWN,0.2152,0.176524,1.09303,1.2191,0.1615,0.127673,0.0021,,0.00018014,,,1.26,2650,996.68,0.666858,377.6,1700,0.868531,25987.6,9774.09,2.62056,0.897252,0.0512766,0.0106303,1.54209,0.196884
LAURSEN_1958,3592,UNKNOWN,0.0899,0.0983158,0.569947,0.9144,0.1725,0.125245,0.00101,,3.99E-05,,,2.23,2650,999.79,8.94373,8340,1701,0.438207,25987.6,9804.59,1.24026,1.92078,0.035221,0.0139583,1.2594,0.157734
LAURSEN_1958,3593,UNKNOWN,0.0683,0.0746938,0.530496,0.9144,0.1408,0.107648,0.00117,,3.99E-05,,,2.23,2650,999.79,6.6706,8200,1702,0.451461,25987.6,9804.59,1.23487,1.91244,0.0351444,0.0145909,1.196,0.128747
LAURSEN_1958,3594,UNKNOWN,0.1093,0.119532,0.581947,0.9144,0.2054,0.141728,0.00086,,3.99E-05,,,2.23,2650,999.79,7.41207,5840,1703,0.410037,25987.6,9804.59,1.19504,1.85076,0.034573,0.0136984,1.3252,0.187818
LAURSEN_1958,3595,UNKNOWN,0.0865,0.0945975,0.649263,0.9144,0.1457,0.110489,0.00107,,3.99E-05,,,2.23,2650,999.79,10.1595,9700,1704,0.543163,25987.6,9804.59,1.15913,1.79514,0.0340496,0.0116007,1.2058,0.133228
LAURSEN_1958,3596,UNKNOWN,0.1253,0.13703,0.795759,0.9144,0.1722,0.125087,0.00114,,3.99E-05,,,2.23,2650,999.79,12.4655,8340,1705,0.612357,25987.6,9804.59,1.39813,2.16528,0.0373955,0.0106124,1.2588,0.15746
LAURSEN_1958,3597,UNKNOWN,0.0566,0.0618985,0.374688,0.9144,0.1652,0.121352,0.00081,,3.99E-05,,,2.23,2650,999.79,1.93372,3030,1706,0.294377,25987.6,9804.59,0.963743,1.49255,0.0310475,0.0186182,1.2448,0.151059
LAURSEN_1958,3598,UNKNOWN,0.0274,0.029965,0.258765,0.9144,0.1158,0.0923975,0.00078,,3.99E-05,,,2.23,2650,999.79,0.220307,730,1707,0.242824,25987.6,9804.59,0.706617,1.09434,0.0265851,0.0220588,1.146,0.105888
LAURSEN_1958,3599,UNKNOWN,0.1363,0.149059,0.737553,0.9144,0.2021,0.140149,0.001,,3.99E-05,,,2.23,2650,999.79,16.2099,9810,1708,0.523902,25987.6,9804.59,1.3741,2.12807,0.0370728,0.0115682,1.3186,0.1848
LAURSEN_1958,3600,UNKNOWN,0.0805,0.0880359,0.51483,0.9144,0.171,0.124453,0.00122,,0.00011003,,,1.2,2650,998.108,0.198152,225,1709,0.397563,25987.6,9788.1,1.48615,0.833754,0.0385872,0.0169117,1.2564,0.156362
LAURSEN_1958,3601,UNKNOWN,0.0868,0.0949256,0.414704,0.9144,0.2289,0.152533,0.00055,,0.00011003,,,1.2,2650,997.846,0.0274771,29,1710,0.276793,25987.6,9785.53,0.820939,0.460486,0.0286829,0.0161443,1.3722,0.209306
LAURSEN_1958,3602,UNKNOWN,0.1048,0.114611,0.405271,0.9144,0.2828,0.174725,0.00043,,0.00011003,,,1.2,2650,997.616,0.0160095,14,1711,0.243358,25987.6,9783.27,0.735034,0.412243,0.0271439,0.0159916,1.48,0.258592
LAURSEN_1958,3603,UNKNOWN,0.1819,0.198928,0.704171,0.9144,0.2825,0.17461,0.00101,,0.00011003,,,1.2,2650,997.327,0.537121,270,1712,0.423066,25987.6,9780.44,1.72484,0.967204,0.0415868,0.0140992,1.4794,0.258318
LAURSEN_1958,3604,UNKNOWN,0.0838,0.0916448,0.584842,0.9144,0.1567,0.116702,0.00152,,0.00011003,,,1.2,2650,997.957,0.389431,424,1713,0.471785,25987.6,9786.62,1.73602,0.973844,0.0417082,0.0159197,1.2278,0.143287
LAURSEN_1958,3605,UNKNOWN,0.0748,0.0818023,0.518064,0.9144,0.1579,0.117366,0.00144,,0.00011003,,,1.2,2650,997.89,0.256303,313,1714,0.416325,25987.6,9785.96,1.6539,0.927738,0.0407111,0.0175587,1.2302,0.144384
LAURSEN_1958,3606,UNKNOWN,0.0598,0.0653981,0.40245,0.9144,0.1625,0.119889,0.00106,,0.00011003,,,1.2,2650,997.497,0.0430831,66,1715,0.318805,25987.6,9782.1,1.24313,0.697159,0.0353023,0.0196695,1.2394,0.14859
LAURSEN_1958,3607,UNKNOWN,0.1111,0.1215,0.527346,0.9144,0.2304,0.153198,0.00092,,0.00011003,,,1.2,2650,997.89,0.189436,156,1716,0.350828,25987.6,9785.96,1.37925,0.773681,0.0371775,0.0164677,1.3752,0.210678
LAURSEN_1958,3608,UNKNOWN,0.1344,0.146982,0.484608,0.9144,0.3033,0.182339,0.00058,,0.00011003,,,1.2,2650,996.68,0.0894157,61,1717,0.280992,25987.6,9774.09,1.03367,0.579407,0.0322043,0.01598,1.521,0.277338
LAURSEN_1958,3609,UNKNOWN,0.0502,0.0548994,0.472863,0.9144,0.1161,0.0925884,0.00186,,0.00011003,,,1.2,2650,997.101,0.1493,272,1718,0.443158,25987.6,9778.22,1.68395,0.944147,0.0410956,0.0186663,1.1466,0.106162
LAURSEN_1958,3610,UNKNOWN,0.0283,0.0309493,0.326469,0.9144,0.0948,0.0785191,0.0016,,0.00011003,,,1.2,2650,996.707,0.0169754,55,1719,0.338593,25987.6,9774.36,1.22796,0.688319,0.0351001,0.0224665,1.104,0.0866851
LAURSEN_1958,3611,UNKNOWN,0.0415,0.045385,0.389905,0.9144,0.1164,0.0927791,0.0015,,0.00011003,,,1.2,2650,997.912,0.046697,103,1720,0.36494,25987.6,9786.17,1.36193,0.763972,0.0369429,0.0203573,1.1472,0.106436
LAURSEN_1958,3612,UNKNOWN,0.1041,0.113845,0.515136,0.9144,0.221,0.148984,0.0008,,0.00011003,,,1.2,2650,997.4,0.148945,131,1721,0.349917,25987.6,9781.15,1.16579,0.653745,0.0341881,0.0154306,1.3564,0.202083
LAURSEN_1958,3613,UNKNOWN,0.0244,0.0266842,0.350186,0.9144,0.0762,0.0653143,0.0021,,0.00011003,,,1.2,2650,998.275,0.0381471,143,1722,0.405099,25987.6,9789.73,1.34276,0.753385,0.0366753,0.0212235,1.0668,0.0696773
LAURSEN_1958,3614,UNKNOWN,0.1347,0.14731,1.02369,0.9144,0.1439,0.109451,0.0012,,0.00011003,,,1.2,2650,997.616,0.760754,515,1723,0.861743,25987.6,9783.27,1.28495,0.72066,0.035889,0.00774287,1.20221,0.131583
LAURSEN_1958,3615,UNKNOWN,0.1325,0.144904,0.67054,0.9144,0.2161,0.146741,0.00107,,0.00011003,,,1.2,2650,997.521,0.44221,305,1724,0.460614,25987.6,9782.34,1.53595,0.861387,0.0392399,0.0135717,1.3466,0.197602
EINSTEIN_1944,3626,UNKNOWN,0.1571,0.0307912,0.44496,5.1021,0.0692,0.0673724,0.00137,,0.00089916,,,1.84,2650,997.075,0.00221064,7.2,1725,0.540142,25987.6,9777.97,0.902508,0.0619213,0.0300858,0.013773,5.24051,0.353065
EINSTEIN_1944,3627,UNKNOWN,0.1676,0.0336742,0.450793,4.9771,0.0747,0.072523,0.00139,,0.00089916,,,1.84,2650,997.075,0.00245121,7.3,1726,0.526692,25987.6,9777.97,0.985687,0.0676283,0.0314417,0.0143829,5.1265,0.371789
EINSTEIN_1944,3628,UNKNOWN,0.1676,0.0336742,0.450793,4.9771,0.0747,0.072523,0.00137,,0.00089916,,,1.84,2650,997.075,0.00245121,7.3,1727,0.526692,25987.6,9777.97,0.971505,0.0666552,0.0312147,0.0142791,5.1265,0.371789
EINSTEIN_1944,3629,UNKNOWN,0.1741,0.0351086,0.457143,4.9589,0.0768,0.0744926,0.00139,,0.00089916,,,1.84,2650,997.075,0.00283571,8.1,1728,0.526758,25987.6,9777.97,1.01246,0.0694649,0.0318658,0.0144388,5.1125,0.380844
EINSTEIN_1944,3630,UNKNOWN,0.1571,0.0307912,0.44496,5.1021,0.0692,0.0673724,0.0014,,0.00089916,,,1.84,2650,997.075,0.00236417,7.7,1729,0.540142,25987.6,9777.97,0.922271,0.0632773,0.0304134,0.0139229,5.24051,0.353065
EINSTEIN_1944,3631,UNKNOWN,0.3153,0.0686913,0.530435,4.5901,0.1295,0.122583,0.0015,,0.00089916,,,1.84,2650,997.327,0.0115112,16.8,1730,0.470692,25987.6,9780.44,1.79837,0.123406,0.042464,0.0180177,4.8491,0.594418
EINSTEIN_1944,3632,UNKNOWN,0.3086,0.0675008,0.52735,4.5718,0.128,0.121213,0.00149,,0.00089916,,,1.84,2650,997.327,0.00706937,10.5,1731,0.470689,25987.6,9780.44,1.76642,0.121213,0.0420851,0.0179278,4.82778,0.58519
EINSTEIN_1944,3633,UNKNOWN,0.2775,0.0602959,0.51535,4.6023,0.117,0.111339,0.00151,,0.00089916,,,1.84,2650,997.327,0.00787868,13.1,1732,0.481115,25987.6,9780.44,1.64431,0.112833,0.0406043,0.0174509,4.8363,0.538469
EINSTEIN_1944,3634,UNKNOWN,0.2632,0.0567388,0.505693,4.6388,0.1122,0.107023,0.00151,,0.00089916,,,1.84,2650,997.327,0.00605547,10.7,1733,0.482092,25987.6,9780.44,1.58056,0.10846,0.0398096,0.0173215,4.8632,0.520474
EINSTEIN_1944,3635,UNKNOWN,0.2569,0.0551631,0.502854,4.6571,0.1097,0.104764,0.00149,,0.00089916,,,1.84,2650,997.327,0.00781333,14.2,1734,0.484817,25987.6,9780.44,1.52671,0.104764,0.0391255,0.0170592,4.87652,0.510884
EINSTEIN_1944,3636,UNKNOWN,0.2446,0.0522482,0.496656,4.6815,0.1052,0.100675,0.0015,,0.00089916,,,1.84,2650,997.327,0.00687923,13.2,1735,0.488976,25987.6,9780.44,1.47697,0.101351,0.0384828,0.0168761,4.89192,0.492494
EINSTEIN_1944,3637,UNKNOWN,0.2385,0.0508789,0.49397,4.6876,0.103,0.0986641,0.00149,,0.00089916,,,1.84,2650,997.327,0.0051763,10.2,1736,0.491498,25987.6,9780.44,1.43782,0.0986641,0.0379693,0.0166852,4.8936,0.482823
EINSTEIN_1944,3638,UNKNOWN,0.2265,0.048319,0.487578,4.6876,0.0991,0.0950799,0.00149,,0.00089916,,,1.84,2650,997.327,0.00428927,8.9,1737,0.494592,25987.6,9780.44,1.38559,0.0950799,0.0372733,0.0164921,4.8858,0.464541
EINSTEIN_1944,3639,UNKNOWN,0.2206,0.0465156,0.484537,4.7425,0.096,0.0922647,0.00148,,0.00089916,,,1.84,2650,997.327,0.00510359,11,1738,0.49938,25987.6,9780.44,1.33554,0.0916455,0.0365939,0.0162117,4.9345,0.45528
EINSTEIN_1944,3640,UNKNOWN,0.2089,0.0437395,0.478551,4.776,0.0914,0.0880307,0.00148,,0.00089916,,,1.84,2650,997.327,0.00506081,11.6,1739,0.505469,25987.6,9780.44,1.27425,0.0874399,0.0357444,0.0159084,4.95879,0.436526
EINSTEIN_1944,3641,UNKNOWN,0.2032,0.0420365,0.475525,4.8339,0.0884,0.0852809,0.00148,,0.00089916,,,1.84,2650,997.327,0.00503149,12,1740,0.510725,25987.6,9780.44,1.23444,0.0847085,0.0351817,0.0156744,5.0107,0.427317
EINSTEIN_1944,3642,UNKNOWN,0.1906,0.0387942,0.466277,4.9131,0.0832,0.0804744,0.00148,,0.00089916,,,1.84,2650,997.912,0.00305859,7.9,1741,0.516205,25987.6,9786.17,1.16555,0.0800095,0.0341759,0.0153789,5.0795,0.40877
EINSTEIN_1944,3643,UNKNOWN,0.1962,0.0404862,0.469133,4.8461,0.0863,0.083332,0.00149,,0.00089916,,,1.84,2650,997.912,0.00335362,8.3,1742,0.509953,25987.6,9786.17,1.2151,0.0834104,0.0348947,0.0156978,5.0187,0.418218
